txn_id,user_id,device_id,merchant_id,amount,is_fraud,ts,city
T1375,U48,D25,M32,275,0,2025-01-04T00:15:02,Chennai
T1376,U126,D70,M31,1767,0,2025-01-28T00:14:57,Hyderabad
T1377,U163,D31,M27,1456,0,2025-01-19T23:00:04,Delhi
T1378,U55,D34,M29,2183,0,2025-01-16T09:32:43,Delhi
T1379,U79,D57,M82,1700,0,2025-01-19T01:36:54,Delhi
T1380,U106,D52,M99,2215,0,2025-01-22T18:06:13,Hyderabad
T1381,U180,D81,M49,1587,0,2025-01-26T21:59:15,Delhi
T1382,U65,D20,M99,2531,0,2025-01-09T06:24:21,Hyderabad
T1383,U38,D28,M53,701,0,2025-01-05T13:39:58,Delhi
T1384,U79,D59,M30,200,0,2025-01-16T21:22:24,Mumbai
T1385,U175,D13,M58,4125,0,2025-01-19T11:05:23,Chennai
T1386,U178,D83,M1,854,0,2025-01-23T09:44:14,Delhi
T1387,U122,D81,M15,4335,0,2025-01-22T04:04:34,Delhi
T1388,U13,D11,M98,3560,0,2025-01-23T15:06:46,Delhi
T1389,U73,D42,M80,461,0,2025-01-03T18:34:07,Delhi
T1390,U160,D99,M99,1781,0,2025-01-05T11:21:20,Delhi
T1391,U28,D77,M24,4827,0,2025-01-05T21:57:12,Mumbai
T1392,U3,D81,M56,4116,0,2025-01-16T23:23:08,Hyderabad
T1393,U113,D61,M63,2249,0,2025-01-16T11:26:58,Delhi
T1394,U185,D19,M57,4307,0,2025-01-25T14:44:57,Delhi
T1395,U195,D77,M96,1215,0,2025-01-25T13:04:37,Hyderabad
T1396,U132,D68,M30,4752,0,2025-01-25T08:33:37,Delhi
T1397,U31,D32,M66,641,0,2025-01-12T21:04:41,Mumbai
T1398,U28,D2,M89,2844,0,2025-01-12T14:14:35,Delhi
T1399,U136,D25,M1,4257,0,2025-01-26T04:05:49,Chennai
T1400,U178,D12,M43,2822,0,2025-01-08T05:22:32,Chennai
T1401,U129,D60,M40,271,0,2025-01-12T07:11:04,Hyderabad
T1402,U129,D95,M81,1745,0,2025-01-19T12:53:02,Delhi
T1403,U105,D43,M73,867,0,2025-01-29T12:57:29,Hyderabad
T1404,U126,D88,M33,3242,0,2025-01-07T17:45:14,Chennai
T1405,U117,D54,M66,4592,0,2025-01-11T12:59:49,Chennai
T1406,U125,D23,M52,910,0,2025-01-09T03:47:04,Hyderabad
T1407,U41,D75,M99,4645,0,2025-01-20T17:15:28,Chennai
T1408,U97,D89,M17,696,0,2025-01-07T18:05:26,Hyderabad
T1409,U45,D43,M21,3864,0,2025-01-24T21:42:11,Chennai
T1410,U113,D29,M7,1733,0,2025-01-23T18:41:33,Delhi
T1411,U72,D19,M24,1398,0,2025-01-05T23:08:30,Delhi
T1412,U71,D82,M86,4747,0,2025-01-28T01:38:07,Hyderabad
T1413,U82,D49,M41,2560,0,2025-01-16T17:56:13,Chennai
T1414,U168,D32,M82,4424,0,2025-01-17T05:01:47,Chennai
T1415,U15,D22,M6,3709,0,2025-01-30T16:21:02,Hyderabad
T1416,U132,D91,M68,4328,0,2025-01-08T20:02:15,Mumbai
T1417,U106,D22,M96,1870,0,2025-01-17T01:19:28,Mumbai
T1418,U116,D29,M25,3315,0,2025-01-08T16:48:49,Delhi
T1419,U160,D25,M47,852,0,2025-01-27T05:54:46,Mumbai
T1420,U49,D37,M87,4853,0,2025-01-02T19:57:33,Chennai
T1421,U71,D91,M73,1882,0,2025-01-28T08:54:00,Mumbai
T1422,U69,D77,M21,4969,0,2025-01-17T21:57:13,Mumbai
T1423,U98,D13,M21,1043,0,2025-01-17T01:02:03,Chennai
T1424,U177,D88,M12,4920,0,2025-01-02T02:28:55,Delhi
T1425,U78,D51,M1,4976,0,2025-01-02T01:27:36,Mumbai
T1426,U185,D33,M34,4937,0,2025-01-23T21:50:42,Chennai
T1427,U119,D58,M69,2906,0,2025-01-12T08:46:54,Hyderabad
T1428,U146,D66,M81,4810,0,2025-01-13T19:23:43,Delhi
T1429,U132,D66,M10,220,0,2025-01-15T20:32:11,Mumbai
T1430,U196,D0,M90,3775,0,2025-01-07T14:33:39,Chennai
T1431,U11,D76,M40,1416,0,2025-01-29T06:41:32,Delhi
T1432,U99,D10,M57,128,0,2025-01-06T05:33:09,Chennai
T1433,U142,D59,M94,2124,0,2025-01-25T19:45:51,Chennai
T1434,U176,D63,M31,2211,0,2025-01-25T04:47:05,Chennai
T1435,U65,D37,M30,2006,0,2025-01-16T00:34:31,Hyderabad
T1436,U28,D66,M77,3939,0,2025-01-07T03:50:49,Delhi
T1437,U64,D52,M66,4085,0,2025-01-14T01:49:35,Delhi
T1438,U148,D64,M20,4478,0,2025-01-10T22:48:54,Mumbai
T1439,U43,D99,M27,3600,0,2025-01-11T13:46:45,Delhi
T1440,U122,D39,M2,175,0,2025-01-27T13:54:06,Chennai
T1441,U193,D45,M85,2362,0,2025-01-15T16:03:23,Mumbai
T1442,U136,D84,M10,710,0,2025-01-20T11:04:36,Chennai
T1443,U193,D87,M30,772,0,2025-01-25T14:47:12,Chennai
T1444,U164,D91,M59,130,0,2025-01-13T03:02:05,Chennai
T1445,U120,D1,M26,2886,0,2025-01-25T01:13:58,Mumbai
T1446,U57,D4,M51,1040,0,2025-01-20T11:29:24,Delhi
T1447,U19,D60,M37,759,0,2025-01-29T18:18:04,Mumbai
T1448,U129,D31,M25,553,0,2025-01-29T22:28:40,Delhi
T1449,U50,D4,M12,4079,0,2025-01-20T12:37:20,Hyderabad
T1450,U34,D75,M93,2117,0,2025-01-22T01:50:42,Mumbai
T1451,U184,D46,M53,2534,0,2025-01-14T09:11:40,Hyderabad
T1452,U158,D68,M87,3275,0,2025-01-22T11:04:20,Mumbai
T1453,U199,D87,M49,311,0,2025-01-12T22:28:48,Hyderabad
T1454,U115,D75,M76,650,0,2025-01-28T22:43:27,Delhi
T1455,U111,D46,M43,748,0,2025-01-28T11:24:47,Hyderabad
T1456,U127,D49,M76,2847,0,2025-01-14T10:24:49,Chennai
T1457,U14,D35,M62,4409,0,2025-01-27T01:29:03,Hyderabad
T1458,U23,D81,M48,4341,0,2025-01-23T14:31:37,Chennai
T1459,U59,D54,M15,3398,0,2025-01-29T00:33:08,Hyderabad
T1460,U28,D22,M13,532,0,2025-01-08T14:01:53,Delhi
T1461,U20,D16,M22,2204,0,2025-01-09T13:07:36,Chennai
T1462,U185,D13,M92,2935,0,2025-01-05T04:06:40,Mumbai
T1463,U180,D55,M76,2613,0,2025-01-28T04:26:58,Chennai
T1464,U32,D17,M72,1028,0,2025-01-06T05:38:53,Hyderabad
T1465,U16,D18,M90,4521,0,2025-01-24T15:09:41,Chennai
T1466,U100,D33,M83,941,0,2025-01-05T01:44:23,Mumbai
T1467,U10,D90,M15,544,0,2025-01-04T02:28:36,Delhi
T1468,U126,D79,M6,1395,0,2025-01-05T05:19:25,Chennai
T1469,U15,D39,M11,2950,0,2025-01-09T02:50:33,Delhi
T1470,U177,D42,M99,1908,0,2025-01-25T04:50:28,Hyderabad
T1471,U133,D87,M26,2551,0,2025-01-16T01:28:08,Delhi
T1472,U91,D52,M60,4454,0,2025-01-23T09:29:44,Hyderabad
T1473,U102,D96,M54,4964,0,2025-01-24T14:01:41,Delhi
T1474,U174,D78,M25,1244,0,2025-01-05T04:55:08,Mumbai
T1475,U198,D45,M30,2765,0,2025-01-19T14:54:45,Hyderabad
T1476,U23,D62,M90,2172,0,2025-01-26T19:55:37,Chennai
T1477,U115,D81,M17,3208,0,2025-01-22T14:20:15,Mumbai
T1478,U63,D71,M19,3638,0,2025-01-19T20:52:24,Mumbai
T1479,U91,D98,M62,3970,0,2025-01-19T03:12:52,Delhi
T1480,U99,D93,M86,495,0,2025-01-30T08:08:15,Chennai
T1481,U170,D36,M78,4736,0,2025-01-25T14:37:18,Mumbai
T1482,U107,D1,M83,4466,0,2025-01-17T15:54:01,Hyderabad
T1483,U49,D37,M22,158,0,2025-01-18T00:34:11,Mumbai
T1484,U155,D65,M7,1536,0,2025-01-28T13:16:58,Chennai
T1485,U49,D13,M73,1004,0,2025-01-08T10:11:02,Chennai
T1486,U190,D75,M66,1034,0,2025-01-04T22:32:42,Mumbai
T1487,U155,D74,M38,120,0,2025-01-24T09:45:27,Mumbai
T1488,U47,D85,M20,3871,0,2025-01-25T22:45:34,Hyderabad
T1489,U49,D22,M12,1192,0,2025-01-20T14:27:55,Hyderabad
T1490,U77,D71,M8,4566,0,2025-01-08T12:19:39,Chennai
T1491,U148,D57,M17,342,0,2025-01-14T00:55:00,Delhi
T1492,U42,D94,M97,1641,0,2025-01-13T10:54:08,Mumbai
T1493,U66,D11,M99,3183,0,2025-01-13T04:02:21,Delhi
T1494,U1,D14,M22,3072,0,2025-01-30T23:35:29,Delhi
T1495,U134,D93,M27,4849,0,2025-01-05T05:40:47,Hyderabad
T1496,U69,D87,M5,2997,0,2025-01-04T12:35:43,Hyderabad
T1497,U119,D23,M33,1170,0,2025-01-09T06:02:12,Chennai
T1498,U23,D64,M17,655,0,2025-01-26T21:42:34,Hyderabad
T1499,U106,D27,M70,2104,0,2025-01-16T23:48:08,Mumbai
T1500,U162,D92,M41,3967,0,2025-01-12T07:19:38,Chennai
T1501,U23,D7,M52,1092,0,2025-01-15T20:02:25,Delhi
T1502,U29,D71,M62,4882,0,2025-01-19T03:00:49,Mumbai
T1503,U36,D97,M6,2786,0,2025-01-03T03:36:24,Hyderabad
T1504,U102,D91,M77,2200,0,2025-01-26T09:37:01,Mumbai
T1505,U107,D24,M6,1865,0,2025-01-29T23:04:35,Hyderabad
T1506,U66,D94,M19,1718,0,2025-01-03T16:03:16,Hyderabad
T1507,U103,D66,M86,2922,0,2025-01-17T14:11:22,Chennai
T1508,U33,D18,M57,2668,0,2025-01-07T02:18:21,Hyderabad
T1509,U40,D47,M44,333,0,2025-01-06T19:07:30,Delhi
T1510,U77,D24,M18,3210,0,2025-01-20T03:03:15,Chennai
T1511,U79,D26,M73,1314,0,2025-01-03T18:05:02,Hyderabad
T1512,U146,D27,M84,1758,0,2025-01-04T14:10:58,Chennai
T1513,U160,D9,M82,1894,0,2025-01-26T13:44:45,Delhi
T1514,U175,D1,M75,3993,0,2025-01-08T11:47:52,Mumbai
T1515,U167,D92,M93,3429,0,2025-01-07T08:06:18,Delhi
T1516,U1,D92,M96,837,0,2025-01-18T23:02:06,Hyderabad
T1517,U199,D59,M96,4818,0,2025-01-20T02:34:30,Mumbai
T1518,U103,D18,M95,609,0,2025-01-10T08:27:42,Hyderabad
T1519,U196,D16,M7,4332,0,2025-01-01T18:42:39,Hyderabad
T1520,U162,D70,M78,3767,0,2025-01-23T16:27:02,Mumbai
T1521,U66,D61,M54,3089,0,2025-01-20T10:51:04,Hyderabad
T1522,U138,D47,M7,906,0,2025-01-07T17:55:33,Chennai
T1523,U48,D45,M37,77021,1,2025-01-17T08:09:06,Hyderabad
T1524,U33,D95,M78,2018,0,2025-01-08T14:33:11,Delhi
T1525,U51,D79,M92,1924,0,2025-01-23T10:41:49,Hyderabad
T1526,U148,D57,M84,2925,0,2025-01-07T08:12:32,Mumbai
T1527,U56,D45,M7,3693,0,2025-01-28T09:59:47,Delhi
T1528,U194,D10,M11,1020,0,2025-01-28T07:27:44,Delhi
T1529,U10,D61,M35,3722,0,2025-01-23T17:02:40,Delhi
T1530,U128,D55,M3,897,0,2025-01-14T07:31:51,Hyderabad
T1531,U34,D76,M51,1993,0,2025-01-20T12:28:39,Chennai
T1532,U195,D51,M79,3818,0,2025-01-05T23:08:06,Mumbai
T1533,U74,D55,M96,3741,0,2025-01-04T10:20:12,Delhi
T1534,U102,D11,M6,4762,0,2025-01-16T13:14:39,Chennai
T1535,U89,D72,M97,1104,0,2025-01-25T14:05:49,Delhi
T1536,U35,D88,M23,4852,0,2025-01-04T15:59:50,Mumbai
T1537,U158,D92,M27,2079,0,2025-01-04T20:46:04,Chennai
T1538,U32,D19,M41,1836,0,2025-01-15T05:47:58,Chennai
T1539,U13,D90,M24,1456,0,2025-01-05T21:09:03,Chennai
T1540,U108,D30,M53,1512,0,2025-01-05T20:38:44,Delhi
T1541,U114,D98,M46,4170,0,2025-01-25T17:18:16,Chennai
T1542,U66,D61,M38,3720,0,2025-01-29T13:03:33,Chennai
T1543,U85,D7,M80,1175,0,2025-01-25T19:54:25,Chennai
T1544,U80,D41,M75,3409,0,2025-01-03T01:29:17,Mumbai
T1545,U135,D22,M63,2782,0,2025-01-21T10:16:58,Mumbai
T1546,U113,D19,M15,1331,0,2025-01-20T04:38:52,Chennai
T1547,U135,D37,M37,3008,0,2025-01-13T08:29:43,Delhi
T1548,U89,D30,M43,3615,0,2025-01-03T22:08:35,Hyderabad
T1549,U144,D78,M72,2058,0,2025-01-04T06:38:46,Mumbai
T1550,U139,D95,M88,3274,0,2025-01-09T22:39:43,Mumbai
T1551,U5,D42,M34,325,0,2025-01-23T22:57:18,Mumbai
T1552,U61,D68,M81,3827,0,2025-01-27T00:41:25,Hyderabad
T1553,U95,D89,M85,2126,0,2025-01-12T05:36:24,Mumbai
T1554,U75,D91,M69,2039,0,2025-01-29T15:06:32,Delhi
T1555,U57,D58,M92,1075,0,2025-01-25T01:36:08,Mumbai
T1556,U21,D63,M7,2935,0,2025-01-16T06:05:33,Chennai
T1557,U36,D49,M33,2009,0,2025-01-28T08:30:30,Hyderabad
T1558,U30,D53,M43,2389,0,2025-01-17T02:19:12,Chennai
T1559,U45,D55,M6,3289,0,2025-01-08T06:39:18,Delhi
T1560,U130,D37,M83,1541,0,2025-01-26T21:59:24,Delhi
T1561,U127,D29,M16,926,0,2025-01-29T20:03:55,Mumbai
T1562,U83,D17,M44,3279,0,2025-01-22T00:33:38,Chennai
T1563,U61,D58,M48,1826,0,2025-01-12T19:25:46,Chennai
T1564,U69,D61,M46,3461,0,2025-01-03T22:12:53,Hyderabad
T1565,U144,D53,M75,4747,0,2025-01-27T08:42:12,Chennai
T1566,U180,D63,M82,2450,0,2025-01-04T12:55:45,Mumbai
T1567,U199,D17,M51,2830,0,2025-01-05T00:55:43,Chennai
T1568,U176,D11,M9,977,0,2025-01-30T07:34:23,Chennai
T1569,U163,D20,M36,1751,0,2025-01-01T03:25:36,Hyderabad
T1570,U24,D6,M80,2752,0,2025-01-10T19:36:22,Mumbai
T1571,U198,D23,M10,3500,0,2025-01-14T02:41:10,Hyderabad
T1572,U190,D67,M99,3391,0,2025-01-10T18:23:30,Delhi
T1573,U22,D82,M38,4539,0,2025-01-03T09:38:20,Hyderabad
T1574,U139,D33,M70,4014,0,2025-01-05T06:12:48,Chennai
T1575,U127,D61,M12,1482,0,2025-01-10T02:09:32,Chennai
T1576,U33,D67,M74,128,0,2025-01-21T20:04:26,Mumbai
T1577,U166,D76,M36,3764,0,2025-01-20T01:57:35,Delhi
T1578,U123,D18,M70,3785,0,2025-01-21T00:58:19,Hyderabad
T1579,U197,D60,M25,4188,0,2025-01-10T01:06:48,Chennai
T1580,U106,D28,M65,2471,0,2025-01-19T09:32:53,Mumbai
T1581,U56,D36,M60,1727,0,2025-01-14T21:15:28,Mumbai
T1582,U126,D64,M5,2677,0,2025-01-09T21:05:28,Mumbai
T1583,U192,D76,M83,1175,0,2025-01-14T12:18:18,Chennai
T1584,U30,D90,M16,4049,0,2025-01-14T02:43:29,Delhi
T1585,U153,D52,M16,697,0,2025-01-01T19:01:55,Delhi
T1586,U1,D85,M4,3943,0,2025-01-11T21:26:48,Hyderabad
T1587,U148,D76,M88,765,0,2025-01-20T06:13:25,Chennai
T1588,U160,D13,M55,327,0,2025-01-01T06:23:15,Delhi
T1589,U143,D15,M83,4608,0,2025-01-08T23:26:37,Hyderabad
T1590,U130,D88,M18,1202,0,2025-01-28T22:31:51,Mumbai
T1591,U149,D45,M90,2288,0,2025-01-11T09:09:37,Delhi
T1592,U120,D77,M23,4946,0,2025-01-24T14:09:30,Chennai
T1593,U93,D98,M47,4898,0,2025-01-23T16:48:48,Mumbai
T1594,U171,D92,M42,500,0,2025-01-03T05:48:11,Hyderabad
T1595,U84,D56,M86,1975,0,2025-01-14T18:34:24,Hyderabad
T1596,U184,D97,M73,1453,0,2025-01-24T04:25:46,Chennai
T1597,U197,D99,M87,2702,0,2025-01-12T15:00:11,Chennai
T1598,U154,D57,M36,233,0,2025-01-20T21:52:22,Delhi
T1599,U177,D21,M87,3836,0,2025-01-15T03:44:05,Delhi
T1600,U175,D69,M98,1229,0,2025-01-02T21:25:43,Delhi
T1601,U45,D35,M57,2863,0,2025-01-01T01:30:35,Mumbai
T1602,U11,D41,M38,1687,0,2025-01-25T15:17:30,Chennai
T1603,U145,D40,M57,4379,0,2025-01-06T04:20:28,Hyderabad
T1604,U127,D30,M54,4172,0,2025-01-18T20:00:08,Mumbai
T1605,U129,D14,M2,2562,0,2025-01-30T02:13:15,Mumbai
T1606,U55,D62,M74,4823,0,2025-01-11T18:04:50,Hyderabad
T1607,U46,D56,M49,3157,0,2025-01-06T02:08:37,Chennai
T1608,U115,D87,M1,1166,0,2025-01-26T22:31:45,Mumbai
T1609,U165,D93,M41,1188,0,2025-01-19T01:09:26,Mumbai
T1610,U0,D82,M1,3384,0,2025-01-30T22:36:39,Hyderabad
T1611,U148,D87,M67,889,0,2025-01-04T07:31:08,Hyderabad
T1612,U125,D96,M23,3463,0,2025-01-22T15:11:25,Delhi
T1613,U94,D54,M76,1331,0,2025-01-28T17:17:47,Hyderabad
T1614,U181,D25,M65,521,0,2025-01-14T11:52:55,Mumbai
T1615,U178,D34,M42,1664,0,2025-01-20T12:21:30,Delhi
T1616,U185,D53,M38,2047,0,2025-01-14T17:03:12,Delhi
T1617,U130,D9,M58,4911,0,2025-01-26T15:13:46,Chennai
T1618,U93,D31,M31,4621,0,2025-01-18T03:27:37,Hyderabad
T1619,U55,D1,M80,769,0,2025-01-24T09:01:52,Hyderabad
T1620,U198,D51,M90,3564,0,2025-01-14T22:42:46,Mumbai
T1621,U109,D48,M0,4535,0,2025-01-18T23:26:25,Delhi
T1622,U99,D39,M44,204,0,2025-01-20T21:00:02,Hyderabad
T1623,U105,D42,M38,745,0,2025-01-25T20:14:09,Chennai
T1624,U125,D6,M79,883,0,2025-01-14T19:57:35,Delhi
T1625,U36,D82,M36,3296,0,2025-01-07T01:44:18,Delhi
T1626,U61,D71,M60,480,0,2025-01-23T09:39:33,Delhi
T1627,U29,D19,M59,1205,0,2025-01-18T00:20:17,Chennai
T1628,U131,D76,M88,2096,0,2025-01-20T07:05:08,Mumbai
T1629,U193,D47,M32,1590,0,2025-01-25T22:25:27,Delhi
T1630,U124,D9,M64,4792,0,2025-01-26T15:15:04,Delhi
T1631,U14,D98,M56,1629,0,2025-01-27T04:30:38,Mumbai
T1632,U70,D55,M22,4431,0,2025-01-30T15:50:00,Delhi
T1633,U161,D62,M8,2207,0,2025-01-03T11:07:34,Delhi
T1634,U50,D59,M69,4364,0,2025-01-10T00:41:20,Mumbai
T1635,U185,D13,M35,2904,0,2025-01-25T00:39:56,Chennai
T1636,U35,D47,M84,4641,0,2025-01-07T11:12:25,Hyderabad
T1637,U50,D41,M28,1229,0,2025-01-08T03:30:23,Chennai
T1638,U0,D38,M20,1906,0,2025-01-27T00:03:29,Hyderabad
T1639,U104,D33,M47,644,0,2025-01-01T22:33:58,Mumbai
T1640,U60,D9,M53,1975,0,2025-01-07T18:54:30,Delhi
T1641,U0,D4,M79,882,0,2025-01-06T06:23:08,Delhi
T1642,U108,D16,M97,3056,0,2025-01-08T08:47:18,Mumbai
T1643,U27,D41,M95,2246,0,2025-01-10T12:35:22,Delhi
T1644,U30,D80,M72,4717,0,2025-01-16T14:07:59,Hyderabad
T1645,U58,D49,M68,2036,0,2025-01-20T07:16:28,Chennai
T1646,U129,D36,M0,3303,0,2025-01-30T00:35:20,Hyderabad
T1647,U24,D2,M8,1081,0,2025-01-11T01:27:21,Chennai
T1648,U33,D42,M73,3449,0,2025-01-18T07:07:55,Mumbai
T1649,U93,D65,M31,1229,0,2025-01-28T17:21:05,Hyderabad
T1650,U0,D71,M47,3477,0,2025-01-16T11:58:03,Delhi
T1651,U73,D45,M68,3285,0,2025-01-28T11:29:11,Chennai
T1652,U165,D10,M42,3447,0,2025-01-22T05:09:02,Hyderabad
T1653,U56,D49,M73,1477,0,2025-01-27T09:58:41,Mumbai
T1654,U109,D30,M41,3239,0,2025-01-14T02:56:08,Delhi
T1655,U69,D77,M67,2003,0,2025-01-19T19:15:08,Chennai
T1656,U18,D50,M69,1966,0,2025-01-11T06:56:16,Hyderabad
T1657,U74,D70,M25,4763,0,2025-01-21T05:34:31,Mumbai
T1658,U25,D41,M40,2170,0,2025-01-06T13:43:58,Chennai
T1659,U65,D65,M15,767,0,2025-01-13T23:19:40,Delhi
T1660,U168,D76,M30,2232,0,2025-01-08T02:29:54,Hyderabad
T1661,U199,D58,M40,3283,0,2025-01-19T20:27:33,Mumbai
T1662,U167,D27,M36,2252,0,2025-01-14T21:03:49,Delhi
T1663,U131,D98,M9,2417,0,2025-01-20T18:00:22,Mumbai
T1664,U162,D65,M74,1393,0,2025-01-10T06:41:20,Mumbai
T1665,U53,D30,M57,3275,0,2025-01-01T04:31:44,Mumbai
T1666,U157,D24,M62,352,0,2025-01-05T15:50:41,Chennai
T1667,U135,D94,M2,1359,0,2025-01-23T00:41:43,Chennai
T1668,U144,D13,M8,1985,0,2025-01-26T09:07:28,Delhi
T1669,U164,D95,M10,1399,0,2025-01-18T15:14:19,Chennai
T1670,U174,D74,M51,3838,0,2025-01-01T20:46:44,Hyderabad
T1671,U101,D46,M93,3087,0,2025-01-06T15:22:15,Hyderabad
T1672,U179,D83,M67,4400,0,2025-01-15T14:23:22,Delhi
T1673,U75,D72,M76,915,0,2025-01-20T22:51:47,Hyderabad
T1674,U101,D76,M38,2973,0,2025-01-28T04:37:45,Chennai
T1675,U112,D76,M76,1565,0,2025-01-18T19:09:06,Hyderabad
T1676,U57,D72,M96,241,0,2025-01-18T13:22:05,Delhi
T1677,U142,D95,M32,3060,0,2025-01-05T10:41:23,Hyderabad
T1678,U140,D61,M46,4819,0,2025-01-27T09:00:45,Hyderabad
T1679,U42,D7,M2,1760,0,2025-01-07T23:35:59,Hyderabad
T1680,U77,D79,M58,2324,0,2025-01-23T08:45:03,Chennai
T1681,U48,D50,M32,1921,0,2025-01-05T22:35:41,Chennai
T1682,U14,D81,M91,1914,0,2025-01-23T21:21:15,Mumbai
T1683,U44,D61,M78,3370,0,2025-01-25T03:17:49,Chennai
T1684,U45,D63,M45,4123,0,2025-01-22T15:02:01,Delhi
T1685,U74,D28,M94,1825,0,2025-01-26T23:45:47,Delhi
T1686,U181,D87,M56,3237,0,2025-01-03T22:58:59,Mumbai
T1687,U32,D71,M24,3514,0,2025-01-24T14:20:03,Delhi
T1688,U88,D7,M15,4176,0,2025-01-13T01:00:44,Hyderabad
T1689,U14,D64,M21,1254,0,2025-01-23T03:08:44,Mumbai
T1690,U13,D35,M81,3532,0,2025-01-23T12:31:49,Mumbai
T1691,U9,D48,M64,830,0,2025-01-23T01:47:46,Delhi
T1692,U112,D4,M70,2230,0,2025-01-13T09:10:50,Delhi
T1693,U92,D14,M98,2258,0,2025-01-24T02:12:07,Delhi
T1694,U157,D19,M36,1766,0,2025-01-02T15:50:35,Delhi
T1695,U40,D38,M25,2789,0,2025-01-13T00:27:37,Chennai
T1696,U143,D8,M12,3070,0,2025-01-18T18:10:30,Chennai
T1697,U37,D99,M64,3573,0,2025-01-29T21:46:27,Chennai
T1698,U136,D12,M39,720,0,2025-01-18T13:50:42,Chennai
T1699,U43,D67,M32,4859,0,2025-01-02T11:48:58,Hyderabad
T1700,U9,D99,M19,2145,0,2025-01-10T21:40:56,Delhi
T1701,U107,D74,M11,501,0,2025-01-06T14:38:36,Mumbai
T1702,U62,D83,M24,367,0,2025-01-20T09:46:19,Delhi
T1703,U10,D63,M72,4321,0,2025-01-14T17:19:20,Mumbai
T1704,U88,D98,M95,4884,0,2025-01-02T12:53:17,Mumbai
T1705,U24,D58,M71,4584,0,2025-01-06T10:03:44,Delhi
T1706,U146,D22,M8,4825,0,2025-01-10T02:18:10,Mumbai
T1707,U32,D1,M13,356,0,2025-01-08T02:08:15,Mumbai
T1708,U143,D78,M89,3090,0,2025-01-08T18:24:24,Hyderabad
T1709,U13,D92,M23,3570,0,2025-01-03T21:31:59,Chennai
T1710,U161,D1,M26,2221,0,2025-01-21T01:17:59,Chennai
T1711,U71,D91,M22,1009,0,2025-01-13T20:49:26,Chennai
T1712,U67,D62,M95,2884,0,2025-01-01T09:28:32,Delhi
T1713,U102,D86,M63,1795,0,2025-01-01T17:01:04,Hyderabad
T1714,U12,D65,M18,763,0,2025-01-08T10:49:50,Delhi
T1715,U14,D9,M40,3103,0,2025-01-21T22:22:50,Delhi
T1716,U127,D27,M64,3188,0,2025-01-19T12:01:55,Chennai
T1717,U137,D62,M92,4938,0,2025-01-14T19:29:47,Delhi
T1718,U52,D77,M43,1965,0,2025-01-19T17:09:59,Mumbai
T1719,U30,D6,M57,204,0,2025-01-12T23:39:58,Mumbai
T1720,U157,D36,M66,4494,0,2025-01-18T17:08:43,Chennai
T1721,U51,D55,M75,1874,0,2025-01-13T09:26:44,Delhi
T1722,U105,D91,M22,546,0,2025-01-03T19:03:02,Delhi
T1723,U167,D43,M85,4637,0,2025-01-21T10:28:12,Mumbai
T1724,U160,D15,M21,3156,0,2025-01-28T07:42:21,Delhi
T1725,U106,D81,M70,2901,0,2025-01-15T07:29:01,Mumbai
T1726,U69,D29,M22,1357,0,2025-01-21T15:22:47,Chennai
T1727,U8,D30,M70,1004,0,2025-01-10T02:33:16,Delhi
T1728,U34,D96,M20,4546,0,2025-01-24T01:33:54,Hyderabad
T1729,U120,D34,M14,4059,0,2025-01-26T01:49:21,Hyderabad
T1730,U108,D84,M96,4607,0,2025-01-16T08:51:17,Chennai
T1731,U117,D97,M63,2737,0,2025-01-13T15:29:24,Chennai
T1732,U14,D5,M72,4663,0,2025-01-05T14:28:13,Mumbai
T1733,U91,D50,M72,2115,0,2025-01-15T02:15:45,Chennai
T1734,U183,D58,M69,1713,0,2025-01-09T09:11:16,Hyderabad
T1735,U87,D12,M42,1199,0,2025-01-27T17:28:25,Chennai
T1736,U148,D90,M82,3856,0,2025-01-21T18:33:54,Hyderabad
T1737,U119,D81,M99,1024,0,2025-01-13T20:07:09,Delhi
T1738,U43,D60,M92,4903,0,2025-01-01T02:43:15,Mumbai
T1739,U66,D1,M88,4905,0,2025-01-23T21:22:32,Mumbai
T1740,U98,D26,M88,1817,0,2025-01-24T01:09:27,Delhi
T1741,U102,D2,M67,370,0,2025-01-10T22:42:55,Hyderabad
T1742,U113,D82,M55,4114,0,2025-01-22T21:48:21,Mumbai
T1743,U176,D40,M82,4993,0,2025-01-16T03:19:41,Delhi
T1744,U198,D82,M30,1885,0,2025-01-07T16:54:54,Chennai
T1745,U22,D47,M39,2153,0,2025-01-14T00:44:07,Mumbai
T1746,U99,D26,M74,424,0,2025-01-20T03:51:04,Delhi
T1747,U70,D90,M46,860,0,2025-01-29T17:25:36,Chennai
T1748,U12,D10,M89,3513,0,2025-01-29T13:58:05,Hyderabad
T1749,U72,D3,M45,4469,0,2025-01-19T13:56:39,Chennai
T1750,U160,D92,M9,3358,0,2025-01-26T21:51:11,Chennai
T1751,U130,D54,M13,541,0,2025-01-13T05:28:24,Delhi
T1752,U1,D23,M77,725,0,2025-01-23T14:58:22,Hyderabad
T1753,U164,D93,M90,3106,0,2025-01-17T12:24:58,Chennai
T1754,U119,D3,M28,2001,0,2025-01-09T22:12:16,Mumbai
T1755,U73,D58,M61,3508,0,2025-01-25T12:20:26,Hyderabad
T1756,U20,D12,M8,238,0,2025-01-30T17:35:21,Chennai
